Agent Name,Rating,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Zepto,3.7,31,Ahmedabad,Electronics,Positive,High,No,Out of Stock,1,Incorrect
Blinkit,3,50,Lucknow,Pharmacy,Neutral,Low,No,Out of Stock,1,Incorrect
JioMart,1.8,57,Hyderabad,Essentials,Neutral,High,Yes,In Stock,3,Correct
Zepto,2.3,51,Lucknow,Grocery,Negative,Medium,No,Out of Stock,3,Correct
Blinkit,4.6,47,Kolkata,Food,Neutral,Low,No,Out of Stock,1,Incorrect
Zepto,2.4,13,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,1,Incorrect
Zepto,3.8,24,Hyderabad,Food,Positive,Medium,No,In Stock,4,Correct
Zepto,2.3,58,Hyderabad,Pharmacy,Positive,Low,No,In Stock,1,Correct
Swiggy Instamart,1.8,16,Chennai,Grocery,Negative,Medium,Yes,In Stock,3,Incorrect
Blinkit,1.2,20,Pune,Grocery,Positive,Medium,Yes,Out of Stock,1,Correct
Blinkit,4.7,49,Hyderabad,Electronics,Positive,Low,Yes,In Stock,4,Correct
Blinkit,2,33,Delhi,Grocery,Neutral,High,Yes,Out of Stock,2,Correct
Blinkit,1.4,42,Hyderabad,Food,Neutral,Medium,Yes,In Stock,3,Incorrect
Blinkit,4.7,24,Pune,Food,Neutral,High,Yes,In Stock,5,Correct
Zepto,5,35,Jaipur,Food,Positive,Medium,Yes,Out of Stock,2,Incorrect
JioMart,2.8,43,Hyderabad,Pharmacy,Negative,High,No,Out of Stock,1,Incorrect
JioMart,4.9,54,Chennai,Food,Neutral,Medium,Yes,In Stock,4,Incorrect
JioMart,2.6,10,Delhi,Food,Neutral,High,No,In Stock,1,Incorrect
Blinkit,4.4,49,Kolkata,Essentials,Negative,Medium,Yes,In Stock,5,Incorrect
Blinkit,4.3,28,Kolkata,Pharmacy,Neutral,High,No,Out of Stock,5,Correct
Swiggy Instamart,4.6,32,Mumbai,Grocery,Negative,Low,Yes,In Stock,3,Correct
Swiggy Instamart,3.2,39,Chennai,Grocery,Positive,Medium,Yes,In Stock,2,Incorrect
JioMart,2.9,46,Ahmedabad,Electronics,Positive,High,No,In Stock,4,Correct
Blinkit,3.1,37,Mumbai,Food,Positive,High,Yes,In Stock,4,Incorrect
Blinkit,4.4,22,Mumbai,Food,Neutral,Medium,No,Out of Stock,2,Incorrect
Blinkit,3.7,29,Chennai,Electronics,Positive,Medium,Yes,In Stock,3,Incorrect
Zepto,2.3,36,Pune,Essentials,Negative,Low,No,In Stock,1,Correct
Swiggy Instamart,4.4,52,Hyderabad,Electronics,Negative,Medium,No,In Stock,2,Incorrect
JioMart,2.6,33,Jaipur,Food,Negative,Low,No,In Stock,2,Incorrect
Swiggy Instamart,3.5,23,Chennai,Electronics,Negative,High,Yes,Out of Stock,2,Incorrect
JioMart,3.5,11,Bangalore,Essentials,Neutral,Low,No,In Stock,2,Incorrect
Blinkit,1.8,33,Ahmedabad,Food,Positive,Medium,No,Out of Stock,3,Incorrect
Zepto,1.6,41,Delhi,Electronics,Positive,Low,Yes,In Stock,3,Correct
JioMart,3.9,32,Kolkata,Electronics,Positive,Medium,Yes,In Stock,1,Incorrect
Blinkit,4.9,13,Jaipur,Essentials,Negative,Medium,No,In Stock,4,Incorrect
Zepto,4,60,Bangalore,Electronics,Negative,Medium,Yes,Out of Stock,3,Incorrect
Zepto,3.1,14,Ahmedabad,Grocery,Neutral,Medium,Yes,In Stock,1,Incorrect
Blinkit,4.9,23,Hyderabad,Electronics,Negative,Medium,No,Out of Stock,5,Incorrect
Zepto,1.3,40,Chennai,Grocery,Positive,High,Yes,Out of Stock,1,Correct
Blinkit,4.1,51,Delhi,Food,Neutral,Low,No,In Stock,4,Correct
JioMart,2.7,13,Delhi,Food,Negative,Medium,No,Out of Stock,2,Incorrect
Swiggy Instamart,1.6,35,Pune,Essentials,Negative,Low,No,Out of Stock,4,Incorrect
Swiggy Instamart,3.6,27,Delhi,Pharmacy,Neutral,Medium,Yes,In Stock,2,Correct
Zepto,3.4,30,Jaipur,Grocery,Negative,Low,Yes,In Stock,5,Incorrect
JioMart,4.6,50,Chennai,Pharmacy,Positive,Medium,No,In Stock,2,Incorrect
Zepto,2.6,39,Ahmedabad,Food,Neutral,Low,Yes,In Stock,3,Incorrect
JioMart,4.9,12,Hyderabad,Essentials,Neutral,Low,No,Out of Stock,5,Correct
Blinkit,3,46,Kolkata,Pharmacy,Positive,Medium,Yes,Out of Stock,2,Correct
Blinkit,4.1,52,Lucknow,Electronics,Negative,Medium,Yes,In Stock,3,Incorrect
JioMart,3.8,37,Chennai,Food,Neutral,High,No,Out of Stock,5,Incorrect
Blinkit,3.3,30,Ahmedabad,Electronics,Neutral,Low,No,Out of Stock,1,Incorrect
Blinkit,3.8,21,Bangalore,Essentials,Positive,Low,Yes,In Stock,5,Correct
Zepto,3,23,Ahmedabad,Pharmacy,Positive,High,No,In Stock,4,Correct
Blinkit,1.5,51,Ahmedabad,Pharmacy,Neutral,High,No,In Stock,4,Correct
JioMart,2.4,19,Hyderabad,Food,Neutral,High,No,Out of Stock,1,Incorrect
Swiggy Instamart,2.4,39,Hyderabad,Grocery,Neutral,Low,Yes,Out of Stock,1,Incorrect
JioMart,4.9,42,Delhi,Essentials,Neutral,Low,No,Out of Stock,2,Correct
Zepto,3.2,33,Delhi,Food,Negative,Low,No,Out of Stock,1,Incorrect
Blinkit,4.8,49,Lucknow,Pharmacy,Positive,Medium,No,In Stock,1,Incorrect
Swiggy Instamart,3.6,15,Bangalore,Essentials,Negative,Medium,Yes,Out of Stock,3,Incorrect
Blinkit,2,44,Chennai,Food,Neutral,High,Yes,In Stock,4,Correct
JioMart,1.8,35,Ahmedabad,Pharmacy,Neutral,Medium,Yes,Out of Stock,2,Incorrect
Zepto,2.8,49,Mumbai,Essentials,Negative,High,No,Out of Stock,3,Correct
Zepto,4.2,14,Ahmedabad,Essentials,Neutral,Low,No,In Stock,4,Incorrect
Zepto,2,28,Bangalore,Food,Negative,Low,No,Out of Stock,2,Incorrect
Zepto,2.2,35,Kolkata,Electronics,Negative,Low,No,In Stock,2,Correct
Swiggy Instamart,3.4,30,Ahmedabad,Electronics,Positive,Medium,Yes,In Stock,4,Correct
JioMart,3.5,34,Bangalore,Grocery,Positive,Medium,No,In Stock,3,Correct
JioMart,4.6,44,Bangalore,Pharmacy,Neutral,Low,No,In Stock,1,Correct
Zepto,1.1,33,Bangalore,Essentials,Negative,Low,No,Out of Stock,2,Incorrect
JioMart,4,21,Mumbai,Pharmacy,Positive,High,No,In Stock,3,Correct
Zepto,3.8,53,Mumbai,Essentials,Negative,High,No,In Stock,4,Incorrect
Zepto,2.5,28,Bangalore,Electronics,Positive,Medium,No,In Stock,2,Incorrect
Blinkit,4.3,30,Bangalore,Essentials,Positive,High,No,In Stock,2,Correct
Swiggy Instamart,3.2,34,Pune,Grocery,Negative,Medium,No,In Stock,2,Incorrect
JioMart,4.3,38,Lucknow,Electronics,Neutral,Medium,Yes,In Stock,4,Incorrect
Blinkit,4.4,55,Pune,Food,Positive,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,4.4,15,Kolkata,Essentials,Neutral,Medium,No,Out of Stock,3,Incorrect
Blinkit,3.1,35,Lucknow,Grocery,Neutral,Medium,No,In Stock,1,Incorrect
Swiggy Instamart,1.5,27,Mumbai,Pharmacy,Neutral,High,No,In Stock,4,Correct
Zepto,3.4,39,Hyderabad,Pharmacy,Negative,High,Yes,Out of Stock,4,Correct
Blinkit,3.7,59,Hyderabad,Essentials,Positive,Low,Yes,Out of Stock,3,Incorrect
Blinkit,3.6,40,Ahmedabad,Electronics,Positive,Low,Yes,In Stock,5,Correct
Blinkit,2,25,Jaipur,Grocery,Positive,High,Yes,In Stock,3,Correct
JioMart,4.6,58,Lucknow,Food,Positive,Medium,No,Out of Stock,2,Incorrect
Zepto,1.7,18,Hyderabad,Electronics,Neutral,Medium,Yes,In Stock,3,Incorrect
Zepto,2.1,28,Kolkata,Essentials,Neutral,Low,No,In Stock,3,Correct
Swiggy Instamart,4,45,Delhi,Food,Negative,Medium,Yes,Out of Stock,1,Correct
Zepto,2,14,Kolkata,Essentials,Positive,High,Yes,In Stock,5,Correct
Blinkit,1.8,25,Bangalore,Food,Positive,Medium,No,In Stock,3,Incorrect
Zepto,4.2,50,Bangalore,Electronics,Neutral,High,Yes,In Stock,1,Incorrect
Blinkit,4.1,43,Mumbai,Pharmacy,Positive,Low,Yes,Out of Stock,4,Incorrect
Zepto,3.5,38,Jaipur,Electronics,Neutral,Medium,No,In Stock,5,Correct
JioMart,4.6,11,Kolkata,Electronics,Negative,Medium,No,In Stock,5,Correct
Swiggy Instamart,4.8,26,Hyderabad,Essentials,Negative,Medium,Yes,Out of Stock,1,Correct
Blinkit,4.5,16,Delhi,Electronics,Neutral,High,No,In Stock,3,Incorrect
Swiggy Instamart,2.3,29,Hyderabad,Pharmacy,Neutral,Medium,No,Out of Stock,1,Incorrect
Blinkit,2.6,12,Delhi,Food,Negative,Medium,Yes,In Stock,5,Incorrect
Zepto,3.2,24,Bangalore,Grocery,Neutral,Medium,No,Out of Stock,4,Correct
JioMart,3.1,59,Pune,Essentials,Negative,Low,Yes,Out of Stock,1,Correct
JioMart,3.2,55,Ahmedabad,Pharmacy,Positive,Medium,No,Out of Stock,2,Correct
Blinkit,3.3,12,Chennai,Essentials,Positive,Medium,Yes,Out of Stock,5,Correct
JioMart,1.1,28,Hyderabad,Essentials,Positive,High,No,In Stock,3,Incorrect
Swiggy Instamart,2.3,48,Chennai,Grocery,Neutral,Medium,Yes,Out of Stock,1,Incorrect
Blinkit,3.4,25,Hyderabad,Grocery,Positive,Low,No,Out of Stock,2,Correct
Swiggy Instamart,5,21,Jaipur,Essentials,Neutral,Low,Yes,Out of Stock,2,Correct
JioMart,2.6,45,Chennai,Grocery,Positive,Low,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,1.2,47,Lucknow,Grocery,Neutral,Low,No,Out of Stock,4,Correct
Zepto,2.9,30,Pune,Electronics,Negative,Medium,Yes,Out of Stock,1,Correct
Zepto,1.5,27,Bangalore,Electronics,Negative,High,Yes,Out of Stock,3,Correct
Zepto,1.1,19,Mumbai,Electronics,Neutral,Medium,No,Out of Stock,4,Correct
Swiggy Instamart,2.4,18,Lucknow,Essentials,Neutral,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,4.7,22,Ahmedabad,Essentials,Positive,High,Yes,In Stock,2,Correct
Blinkit,2.5,20,Kolkata,Grocery,Neutral,Low,No,Out of Stock,2,Correct
Zepto,4.2,53,Hyderabad,Pharmacy,Positive,High,Yes,In Stock,2,Incorrect
Zepto,4.6,36,Jaipur,Essentials,Negative,High,No,Out of Stock,5,Incorrect
JioMart,1.7,27,Hyderabad,Food,Negative,Low,No,In Stock,4,Correct
Swiggy Instamart,2.3,39,Delhi,Essentials,Negative,Medium,Yes,Out of Stock,3,Correct
JioMart,1.3,41,Chennai,Electronics,Neutral,High,No,Out of Stock,4,Correct
JioMart,4.9,37,Mumbai,Electronics,Positive,Medium,No,Out of Stock,1,Correct
Swiggy Instamart,1.6,21,Ahmedabad,Pharmacy,Neutral,Medium,No,Out of Stock,4,Correct
Blinkit,1.7,31,Kolkata,Essentials,Neutral,Medium,Yes,Out of Stock,2,Incorrect
Blinkit,2,57,Bangalore,Essentials,Negative,Low,Yes,In Stock,1,Correct
Zepto,4.5,26,Lucknow,Pharmacy,Negative,Medium,No,In Stock,1,Correct
Swiggy Instamart,2.2,60,Chennai,Pharmacy,Neutral,High,Yes,Out of Stock,3,Incorrect
Blinkit,4.1,55,Chennai,Grocery,Positive,High,Yes,Out of Stock,5,Incorrect
Blinkit,3.6,18,Jaipur,Grocery,Positive,Low,No,In Stock,2,Incorrect
Swiggy Instamart,1.9,17,Kolkata,Grocery,Neutral,High,Yes,In Stock,4,Correct
Zepto,2.6,15,Bangalore,Electronics,Positive,Medium,No,Out of Stock,4,Correct
Zepto,4.4,43,Ahmedabad,Food,Negative,Medium,Yes,Out of Stock,1,Correct
Swiggy Instamart,3.4,39,Lucknow,Food,Neutral,High,No,In Stock,1,Incorrect
Swiggy Instamart,4.3,16,Delhi,Essentials,Positive,High,Yes,Out of Stock,2,Incorrect
JioMart,3.2,28,Ahmedabad,Pharmacy,Neutral,High,Yes,Out of Stock,5,Incorrect
JioMart,1,52,Chennai,Essentials,Neutral,Low,Yes,Out of Stock,1,Correct
Blinkit,3.9,55,Jaipur,Electronics,Neutral,Medium,No,In Stock,2,Correct
Zepto,4.3,26,Kolkata,Food,Neutral,Low,No,In Stock,1,Incorrect
Swiggy Instamart,2,19,Kolkata,Pharmacy,Negative,High,Yes,In Stock,5,Correct
Zepto,4.6,57,Ahmedabad,Grocery,Positive,Low,No,Out of Stock,4,Correct
Blinkit,4.8,12,Delhi,Grocery,Neutral,High,Yes,In Stock,5,Correct
Swiggy Instamart,3,15,Chennai,Food,Positive,Medium,Yes,Out of Stock,1,Incorrect
Zepto,2.8,29,Bangalore,Essentials,Positive,High,No,Out of Stock,1,Incorrect
Swiggy Instamart,1.2,14,Bangalore,Grocery,Positive,High,No,In Stock,1,Correct
Swiggy Instamart,4,18,Ahmedabad,Essentials,Negative,Medium,Yes,Out of Stock,1,Incorrect
Zepto,4.1,16,Delhi,Grocery,Negative,Medium,No,In Stock,5,Correct
Swiggy Instamart,3,38,Mumbai,Grocery,Positive,Medium,Yes,In Stock,3,Incorrect
Zepto,3.2,25,Pune,Grocery,Negative,High,Yes,Out of Stock,4,Incorrect
JioMart,3.1,29,Jaipur,Pharmacy,Negative,Low,Yes,Out of Stock,3,Correct
JioMart,3.1,26,Lucknow,Pharmacy,Negative,Low,No,In Stock,1,Incorrect
JioMart,2.8,34,Mumbai,Pharmacy,Neutral,High,Yes,In Stock,4,Correct
JioMart,1.6,46,Mumbai,Essentials,Neutral,High,Yes,Out of Stock,1,Incorrect
JioMart,3.3,39,Hyderabad,Essentials,Neutral,High,Yes,In Stock,5,Correct
JioMart,3.9,39,Hyderabad,Electronics,Positive,High,No,In Stock,1,Correct
Zepto,3.1,56,Mumbai,Electronics,Positive,Low,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,3.8,33,Hyderabad,Pharmacy,Neutral,Low,Yes,Out of Stock,2,Correct
Swiggy Instamart,4.6,47,Hyderabad,Pharmacy,Positive,Low,No,Out of Stock,2,Incorrect
Blinkit,3.5,38,Lucknow,Electronics,Positive,Medium,No,In Stock,4,Correct
JioMart,1.1,30,Bangalore,Electronics,Negative,Low,Yes,In Stock,5,Correct
Blinkit,3,16,Pune,Grocery,Neutral,Medium,No,Out of Stock,4,Correct
Blinkit,2.9,13,Mumbai,Food,Negative,High,No,Out of Stock,4,Incorrect
Swiggy Instamart,2.1,13,Delhi,Pharmacy,Neutral,Medium,No,Out of Stock,4,Correct
Zepto,2.9,24,Ahmedabad,Electronics,Neutral,Low,No,In Stock,4,Correct
Swiggy Instamart,4.2,25,Chennai,Grocery,Neutral,High,No,In Stock,5,Incorrect
Blinkit,2.1,16,Chennai,Essentials,Neutral,High,No,In Stock,1,Correct
Zepto,4.7,48,Delhi,Food,Positive,High,Yes,In Stock,4,Correct
Swiggy Instamart,2,52,Kolkata,Essentials,Neutral,Medium,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,3.3,32,Hyderabad,Pharmacy,Neutral,High,No,Out of Stock,4,Incorrect
Zepto,2.9,53,Delhi,Food,Neutral,Low,No,In Stock,1,Incorrect
Blinkit,1.7,53,Kolkata,Grocery,Neutral,Low,No,In Stock,5,Correct
Blinkit,4.8,50,Ahmedabad,Grocery,Positive,Low,No,Out of Stock,5,Correct
Blinkit,2.8,10,Bangalore,Grocery,Positive,Low,Yes,Out of Stock,5,Correct
Blinkit,4,25,Bangalore,Essentials,Negative,Low,Yes,In Stock,1,Correct
Zepto,4,19,Ahmedabad,Pharmacy,Positive,High,No,Out of Stock,2,Correct
Zepto,4.2,24,Ahmedabad,Essentials,Positive,Low,No,Out of Stock,1,Incorrect
Swiggy Instamart,2.6,24,Lucknow,Food,Positive,Medium,Yes,In Stock,5,Incorrect
JioMart,3.4,24,Mumbai,Food,Neutral,High,Yes,In Stock,2,Incorrect
JioMart,4.2,41,Chennai,Grocery,Neutral,Low,Yes,In Stock,3,Incorrect
Swiggy Instamart,2.9,21,Ahmedabad,Electronics,Negative,Medium,Yes,In Stock,3,Incorrect
Swiggy Instamart,1.6,24,Delhi,Electronics,Negative,High,No,In Stock,2,Incorrect
Zepto,4.5,18,Pune,Grocery,Neutral,Medium,No,Out of Stock,2,Incorrect
Zepto,1.9,36,Hyderabad,Grocery,Positive,Medium,No,In Stock,5,Incorrect
Swiggy Instamart,2.9,58,Hyderabad,Food,Negative,High,Yes,In Stock,3,Correct
Zepto,4.5,35,Pune,Electronics,Neutral,High,Yes,In Stock,4,Correct
Blinkit,4,56,Kolkata,Grocery,Negative,Low,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,3.7,31,Delhi,Pharmacy,Neutral,Low,Yes,In Stock,4,Correct
Swiggy Instamart,1,57,Kolkata,Essentials,Negative,Low,No,Out of Stock,2,Correct
Zepto,2.5,33,Ahmedabad,Essentials,Neutral,Low,No,Out of Stock,2,Incorrect
Swiggy Instamart,2.6,47,Jaipur,Electronics,Neutral,Low,Yes,In Stock,1,Incorrect
Zepto,2.7,31,Delhi,Pharmacy,Positive,Medium,No,In Stock,3,Correct
Blinkit,1.2,45,Chennai,Pharmacy,Negative,High,Yes,Out of Stock,5,Incorrect
JioMart,4.7,60,Chennai,Grocery,Neutral,Low,Yes,Out of Stock,3,Incorrect
Blinkit,1.9,31,Mumbai,Grocery,Positive,Low,Yes,Out of Stock,3,Correct
Zepto,3.5,29,Chennai,Pharmacy,Positive,High,Yes,In Stock,1,Correct
Zepto,2.3,35,Pune,Essentials,Negative,Low,No,In Stock,5,Correct
Swiggy Instamart,3.2,37,Jaipur,Grocery,Positive,High,No,In Stock,1,Correct
Blinkit,4.7,42,Chennai,Pharmacy,Negative,Low,Yes,In Stock,1,Correct
Zepto,2.8,14,Mumbai,Electronics,Positive,High,Yes,In Stock,1,Incorrect
JioMart,2.9,60,Kolkata,Essentials,Positive,Medium,No,In Stock,5,Correct
Swiggy Instamart,2.1,16,Pune,Essentials,Positive,High,No,In Stock,3,Incorrect
Blinkit,3.5,60,Bangalore,Pharmacy,Positive,High,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.6,28,Pune,Pharmacy,Positive,Medium,No,In Stock,5,Incorrect
Zepto,2.5,36,Ahmedabad,Essentials,Positive,Low,No,In Stock,2,Correct
Zepto,3,27,Delhi,Grocery,Neutral,Low,No,Out of Stock,5,Incorrect
Swiggy Instamart,1.7,44,Lucknow,Pharmacy,Positive,Low,No,Out of Stock,3,Incorrect
Zepto,3.3,52,Mumbai,Pharmacy,Neutral,Low,No,Out of Stock,2,Correct
JioMart,1.9,49,Bangalore,Essentials,Neutral,High,No,Out of Stock,2,Correct
Zepto,2.1,40,Delhi,Electronics,Neutral,Low,Yes,Out of Stock,4,Incorrect
Blinkit,4.5,35,Bangalore,Food,Positive,Medium,Yes,Out of Stock,1,Correct
Zepto,1.4,18,Chennai,Essentials,Positive,Low,No,Out of Stock,5,Incorrect
Zepto,4.5,26,Ahmedabad,Pharmacy,Negative,Low,Yes,Out of Stock,2,Correct
JioMart,2.5,29,Lucknow,Food,Negative,Low,No,In Stock,1,Correct
JioMart,2.9,58,Chennai,Grocery,Negative,Low,No,In Stock,1,Correct
JioMart,4.8,57,Pune,Essentials,Neutral,Medium,No,In Stock,1,Incorrect
JioMart,1.1,10,Pune,Pharmacy,Negative,High,Yes,Out of Stock,5,Correct
Zepto,2.1,28,Delhi,Grocery,Negative,Medium,No,Out of Stock,5,Incorrect
Swiggy Instamart,1.8,34,Mumbai,Pharmacy,Positive,High,Yes,In Stock,1,Correct
Zepto,1,58,Hyderabad,Food,Neutral,Low,No,Out of Stock,2,Incorrect
Zepto,1,37,Delhi,Essentials,Positive,Low,Yes,Out of Stock,2,Correct
Blinkit,2.8,17,Hyderabad,Pharmacy,Neutral,Low,No,In Stock,4,Correct
Swiggy Instamart,3.7,15,Chennai,Pharmacy,Negative,Low,Yes,Out of Stock,1,Incorrect
JioMart,1.9,37,Hyderabad,Grocery,Positive,High,No,In Stock,5,Correct
JioMart,1.9,58,Bangalore,Electronics,Negative,Medium,No,Out of Stock,4,Incorrect
Swiggy Instamart,1.3,60,Mumbai,Essentials,Neutral,Low,Yes,In Stock,3,Correct
Zepto,4.2,51,Ahmedabad,Essentials,Negative,High,No,Out of Stock,2,Correct
Zepto,1.3,42,Bangalore,Grocery,Negative,Medium,Yes,In Stock,1,Correct
Swiggy Instamart,3.8,18,Chennai,Electronics,Negative,Low,No,In Stock,4,Incorrect
Swiggy Instamart,3.6,17,Bangalore,Grocery,Negative,High,Yes,Out of Stock,5,Correct
JioMart,3.7,38,Chennai,Electronics,Negative,Low,No,In Stock,5,Incorrect
Blinkit,2.9,44,Mumbai,Pharmacy,Neutral,High,No,Out of Stock,1,Incorrect
Blinkit,4.8,49,Pune,Grocery,Neutral,Low,Yes,In Stock,5,Correct
JioMart,2.2,29,Pune,Food,Neutral,Medium,No,In Stock,5,Correct
Blinkit,1.8,26,Ahmedabad,Essentials,Neutral,Low,No,In Stock,2,Incorrect
Zepto,2.9,37,Bangalore,Essentials,Negative,Medium,Yes,Out of Stock,3,Correct
Blinkit,3.7,31,Chennai,Electronics,Neutral,Medium,Yes,In Stock,4,Correct
Swiggy Instamart,3.3,57,Hyderabad,Grocery,Negative,Low,No,Out of Stock,3,Correct
Blinkit,3.7,27,Hyderabad,Pharmacy,Neutral,Low,No,In Stock,5,Incorrect
Swiggy Instamart,3.7,49,Delhi,Essentials,Neutral,Medium,Yes,In Stock,4,Correct
Swiggy Instamart,3.2,28,Lucknow,Pharmacy,Negative,High,Yes,Out of Stock,2,Incorrect
JioMart,3,38,Bangalore,Electronics,Positive,High,No,In Stock,2,Incorrect
JioMart,1.7,30,Hyderabad,Essentials,Neutral,High,Yes,Out of Stock,3,Correct
JioMart,3.4,39,Bangalore,Essentials,Neutral,High,Yes,Out of Stock,2,Incorrect
JioMart,4.8,52,Bangalore,Electronics,Negative,High,No,Out of Stock,3,Correct
Swiggy Instamart,2.8,21,Chennai,Grocery,Neutral,Medium,No,Out of Stock,4,Incorrect
Zepto,3.9,19,Delhi,Grocery,Neutral,Medium,Yes,Out of Stock,3,Incorrect
Zepto,2,17,Jaipur,Grocery,Neutral,Medium,Yes,Out of Stock,1,Correct
Zepto,2.4,44,Delhi,Essentials,Negative,Low,No,Out of Stock,4,Incorrect
Blinkit,4.5,48,Hyderabad,Pharmacy,Negative,Low,Yes,In Stock,3,Incorrect
Zepto,3.1,48,Jaipur,Food,Positive,Low,No,In Stock,5,Correct
Zepto,2,11,Pune,Pharmacy,Positive,Medium,Yes,Out of Stock,5,Incorrect
Blinkit,4.3,23,Ahmedabad,Food,Neutral,Medium,Yes,Out of Stock,2,Incorrect
Blinkit,3.7,39,Lucknow,Electronics,Neutral,High,No,Out of Stock,4,Correct
Swiggy Instamart,1.2,27,Lucknow,Electronics,Neutral,Medium,Yes,In Stock,2,Correct
Blinkit,2.4,27,Lucknow,Pharmacy,Positive,High,No,Out of Stock,2,Incorrect
Zepto,4.9,20,Hyderabad,Essentials,Negative,Low,No,Out of Stock,1,Incorrect
Swiggy Instamart,2.4,18,Chennai,Essentials,Negative,Low,No,Out of Stock,2,Correct
Blinkit,1.4,27,Delhi,Grocery,Neutral,Low,No,In Stock,4,Incorrect
JioMart,4.2,53,Bangalore,Pharmacy,Negative,Low,Yes,In Stock,4,Correct
JioMart,4,11,Jaipur,Pharmacy,Positive,Medium,Yes,In Stock,3,Incorrect
Zepto,2.4,33,Hyderabad,Electronics,Negative,High,No,Out of Stock,2,Incorrect
JioMart,4,20,Mumbai,Electronics,Positive,High,Yes,Out of Stock,1,Correct
Blinkit,3.1,44,Jaipur,Essentials,Positive,Low,No,Out of Stock,5,Incorrect
Blinkit,2.3,28,Bangalore,Electronics,Neutral,Medium,Yes,In Stock,5,Correct
JioMart,3.2,22,Jaipur,Grocery,Neutral,Low,Yes,In Stock,1,Incorrect
Blinkit,2.1,18,Kolkata,Electronics,Negative,High,No,Out of Stock,5,Correct
Blinkit,1.6,54,Jaipur,Essentials,Negative,Low,No,Out of Stock,3,Incorrect
Zepto,4.4,59,Hyderabad,Grocery,Negative,Medium,Yes,In Stock,1,Incorrect
Blinkit,4.3,17,Kolkata,Pharmacy,Negative,Low,No,In Stock,5,Incorrect
Zepto,2.3,18,Delhi,Food,Neutral,Medium,Yes,Out of Stock,5,Correct
Blinkit,4.7,16,Kolkata,Essentials,Positive,Low,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,4.5,28,Jaipur,Essentials,Negative,Low,No,In Stock,3,Correct
Blinkit,2.2,41,Jaipur,Food,Negative,High,Yes,Out of Stock,4,Incorrect
Zepto,2.4,10,Jaipur,Grocery,Positive,Medium,No,Out of Stock,5,Correct
Blinkit,1.5,58,Mumbai,Essentials,Positive,High,Yes,In Stock,2,Correct
Zepto,5,35,Mumbai,Pharmacy,Negative,Low,Yes,Out of Stock,2,Incorrect
Blinkit,4.4,48,Jaipur,Grocery,Negative,High,Yes,Out of Stock,3,Incorrect
Zepto,4,29,Kolkata,Food,Negative,Medium,Yes,Out of Stock,4,Incorrect
JioMart,3.6,20,Bangalore,Electronics,Negative,Medium,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.9,57,Bangalore,Food,Negative,Low,No,Out of Stock,4,Incorrect
Swiggy Instamart,4.3,44,Hyderabad,Food,Neutral,Low,Yes,In Stock,3,Incorrect
Blinkit,4.1,47,Hyderabad,Electronics,Neutral,Medium,Yes,Out of Stock,1,Incorrect
Blinkit,4.1,42,Chennai,Grocery,Negative,High,No,In Stock,4,Correct
Swiggy Instamart,4.7,41,Delhi,Electronics,Negative,Medium,Yes,In Stock,3,Correct
Zepto,3.3,16,Kolkata,Grocery,Negative,High,Yes,In Stock,1,Correct
Swiggy Instamart,2.6,16,Lucknow,Electronics,Negative,Low,No,In Stock,5,Correct
Blinkit,2.1,15,Kolkata,Food,Negative,Low,Yes,In Stock,2,Correct
Zepto,4,40,Kolkata,Pharmacy,Positive,Medium,No,In Stock,4,Incorrect
Blinkit,2.8,27,Jaipur,Electronics,Negative,Low,Yes,In Stock,1,Correct
Blinkit,3.4,57,Lucknow,Food,Negative,Low,Yes,In Stock,5,Correct
JioMart,4.7,60,Hyderabad,Grocery,Neutral,Low,No,Out of Stock,3,Correct
Swiggy Instamart,1.5,38,Delhi,Electronics,Neutral,High,No,Out of Stock,4,Correct
Blinkit,3.2,37,Bangalore,Food,Neutral,Medium,Yes,In Stock,2,Correct
Blinkit,4.5,50,Delhi,Food,Neutral,Low,Yes,In Stock,3,Incorrect
Zepto,2.1,40,Mumbai,Essentials,Positive,Low,No,In Stock,1,Correct
Swiggy Instamart,2.9,28,Ahmedabad,Essentials,Positive,Low,No,Out of Stock,5,Incorrect
Swiggy Instamart,4,28,Delhi,Grocery,Negative,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,3.3,31,Delhi,Grocery,Neutral,Low,Yes,Out of Stock,1,Incorrect
Zepto,2.1,23,Ahmedabad,Grocery,Negative,High,Yes,Out of Stock,1,Incorrect
Blinkit,1.8,29,Pune,Electronics,Negative,Low,Yes,In Stock,3,Correct
Swiggy Instamart,3,25,Hyderabad,Food,Positive,Medium,No,In Stock,1,Correct
JioMart,3.3,27,Bangalore,Essentials,Negative,Low,No,In Stock,2,Correct
